name,phone,money,rating,reviewCount,detail_url,business_website,popular_dishes,address,claimed,type,business_highlights,business_owner,about_business
Hoshinoya,(415) 610-3929,$$,4.2,258,https://www.yelp.com/biz/hoshinoya-san-francisco?osq=Restaurants,hoshinoyasf.com,"Black Garlic Tonkotsu, Tonkotsu, Beef Short Rib, Gyukotsu, Gyoza, Spicy Miso Tonkotsu, Takoyaki, Katsu Curry, Hoshi Bun, Shrimp Tempura, Chicken Karaage, Vegetarian Ramen, Agedashi Tofu, Yuzu Chicken, Shrimp Lollipop, Gyudon, Spicy Basil, Croquettes, Spicy Eggplant, Salmon Rolls","1740 Buchanan St San Francisco, CA 94115",Claimed,"Japanese, Noodles, Soup","Takes Reservations,Offers Delivery,Offers Takeout",Nuttawat W.,"speciality:
Hoshinoya is Japanese, American, and Thai. We offer Japanese and American Breakfast & Brunch on the weekend. Lunch & Dinner with Japanese and Thai influence.

historyText:
I have been in restaurant business more than 20 years. I proudly present and serve the city of San Francisco my taste and concept. I can't wait for your visit.

businessOwnerBio:
I love providing a wonderful restaurant in a wonderful city. <br>I graduated from Le Cordon Bleu. Executive chef/ owner at an American Breakfast restaurant. I&#39;m also the previous founder of Osha Thai, Lao Table. I love Japanese food so I started my test kitchen called Hoshi Ramen &amp; Rice in Marina. Now I would like to present &#34;HOSHINOYA&#34; and look forward to serve you."
The Pig &amp; Whistle,(415) 885-4779,$$,3.9,520,https://www.yelp.com/biz/the-pig-and-whistle-san-francisco?osq=Restaurants,,"Fish And Chips, Bangers And Mash, Sausage Rolls, Shepherds Pie, Cornish Pasty, Full English Breakfast, Steak And Mushroom Pie","2801 Geary Blvd San Francisco, CA 94118",,"Pubs, British","Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
The Crew,(415) 665-8548,$$,3.9,536,https://www.yelp.com/biz/the-crew-san-francisco-3?osq=Restaurants,thecrewsf.com,"Tofu Soup, Chicken Wings, Kimchi Fried Rice, Fried Chicken, Sweet Garlic Chicken, Short Ribs, Spicy Soft Tofu, Fish Cake, Spicy Rice Cakes, Spicy Pork, Sweet and Spicy Chicken, Pork Belly, Dolsot Bibimbap, Kimchee Fried Rice Burritos, Crazy Spicy Ramen, Purple Rice, Whole Chicken, Crew San Francisco, Budae Jigae, Takoyaki","1330 Noriega St San Francisco, CA 94122",Claimed,"Korean, Barbeque, Asian Fusion","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Fresh Meat BBQ grill on tables, Korean Fried Chickens, Korean Spicy Crab, Kalbi Jim, Tofu Soup, Kalbi Tang, Hot Stones Plates and Kalbi in sizzling plate, HoneyComb dessert and Mak Gul Ri

historyText:
We are proud to be the first Korean restaurant in San Francisco, CA, situated in the vibrant sunset area at Noriega 20 & 21st Ave. Our restaurant is a warm and welcoming family establishment, where our skilled Korean chefs prepare a delightful blend of home-style authentic comfort food and fusion dishes. Exciting news! We have recently expanded our offerings and are now open for longer hours on Fridays and Saturdays until 1am. Also open on Sundays 5pm - 9pm.

businessOwnerBio:
None"
Cote Ouest Bistro,(415) 896-4709,,4.7,178,https://www.yelp.com/biz/cote-ouest-bistro-san-francisco?osq=Restaurants,coteouestbistro.com,"Croissant French Toast, Steak Frites, French Onion Soup, Croque Monsieur, Foie Gras, Crab Salad, Moules Marinieres Frites, Serrano Ham, Tomato and Burrata Salad, Chicken Liver, Bouillabaisse, Floating Island Meringue, Duck Confit, Benedict Croissant, Smoked Salmon Benedict, Beef Tartare, Chocolate Lava Cake, Croissant Breakfast Sandwich, Deviled Eggs, Miso Glazed Black Cod","2953 Baker St San Francisco, CA 94123",Claimed,French,"Takes Reservations,Offers Takeout",,"speciality:
Hidden gem in the Cow Hollow district on Baker street.
Neighborhood French bistro, open for lunch and diner as well as Brunch on the week-end.
Sunny patio during the day, and heated in the evening for more comfort.


historyText:
None

businessOwnerBio:
None"
L’Ardoise Bistro,(415) 437-2600,$$$$,4.5,1412,https://www.yelp.com/biz/l-ardoise-bistro-san-francisco?osq=Restaurants,ardoisesf.com,"Tiger Prawn Ravioles, Coq Au Vin, Floating Island, Pan Roasted Rack of Lamb, Risotto, Prime Black Angus Rib Eye Steak, Butter Lettuce, Caramelized Apple Tarte Tatin, Pan-seared Loch Duart Salmon, Warm Goat Cheese Salad, Walnut Vinaigrette, & Apple Crouton","151 Noe St San Francisco, CA 94114",Claimed,"French, Wine Bars, Desserts","Takes Reservations,Offers Takeout,Accepts Credit Cards",Thierry C.,"speciality:
French Bistro serving traditional and authentic fare in a cozy atmosphere.

historyText:
None

businessOwnerBio:
Chef Thierry Clement&#39;s Bio.<br><br>Chef Clement&#39;s professional experience includes three years at Le Charm, a San Francisco bistro, one year at Elizabeth and Daniel, a 2001 James Beard nominated restaurant, and three years leading the kitchen at Fringale, a Basque inspired restaurant. He then opened his own restaurant, L&#39;Ardoise Bistro in Mars 2008. L&#39;Ardoise Bistro has been featured in the Michelin guide, and has a good rating in the Zagat Survey, yelp, and other blogs, plus a few article in the local papers.<br><br>Born in &nbsp;the French Alps, Chef Clement then moved with his family in central France, and work at his father&#39;s butcher shop. He acquired a taste for fresh, simple food that makes the pride of his hometown&#39;s artisan products and his mother&#39;s home cooking.<br>Chef Clement began spending time in professional kitchens at age 15 and subsequently began his education by working in restaurants in Bordeaux, the Pyrenees and Paris.<br><br>Chef Clement spent six years in Paris pursuing his love of the cul"
Om Sabor,(831) 291-3773,,4.7,78,https://www.yelp.com/biz/om-sabor-san-francisco-2?osq=Restaurants,omsabor.com,"Mac N Cheese Croquettes, Furikake Crab Cakes, Clam Chowder, Potato Cheese Gratin Crispy Mushrooms, Hibiscus Flower Taco, Hibiscus Flower Tacos, Ceviche Tostadas, Carne Asada Taco, Carne Asada Tacos, Flautas, Black Sheep Al Pastor Slider, Kale Salad, Om Burger, Chikn' Paella Valenciana","370 Grove St Phonobar San Francisco, CA 94102",Claimed,"Pop-Up Restaurants, Vegan","Offers Delivery,Offers Takeout,Outdoor Seating,Classy",,"speciality:


historyText:


businessOwnerBio:
"
Outerlands,(415) 661-6140,$$,3.8,2435,https://www.yelp.com/biz/outerlands-san-francisco?osq=Restaurants,outerlandssf.com,"Breakfast Sandwich, French Toast, Levain Toast","4001 Judah St San Francisco, CA 94122",Claimed,"Breakfast & Brunch, American (Traditional), Cocktail Bars","Takes Reservations,Offers Takeout",Riley B.,"speciality:
Locally sourced, organic fare served in a cozy, handcrafted space. House made bread baked fresh 2ce daily. Currently serving brunch outdoors in our Parklet and heated patio.

historyText:
None

businessOwnerBio:
Riley Bartlett became the proud owner of Outerlands in 2022. He grew up in the Outer Sunset, and is excited to be fulfilling his dream of running a restaurant in the beloved neighborhood he calls home."
Farmhouse Kitchen Thai Cuisine,(415) 814-2920,$$,4.1,3649,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-san-francisco?osq=Restaurants,farmhousethai.com,"Hat Yai Fried Chicken, Fun Blue Rice, Pad Thai, Papaya Salad, Yellow Curry, Beef Noodle Soup, Little Lao, Pad See Ew, Neua Num Tok Rolls, Crab Fried Rice, Green Curry, Hour Beef Soup, Panang Neua, Panang Curry, Tom Kha Soup, Red Curry, Thai Vacation, Braised Short Rib, Blue Jasmine Rice, Kai Yang Som Tum","710 Florida St San Francisco, CA 94110",Claimed,"Thai, Coffee & Tea, Cocktail Bars","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Not your typical Thai! We are a Thai New Generation restaurant focusing on bringing you adventurous, bold flavors of traditional and non-traditional dishes using the freshest ingredients. Look out for our nightly specials from regional home cooked dishes to market fried grasshoppers.

We are consistently voted the ""Best Thai Restaurant"" in San Francisco by Michelin Bib Gourmand 2016 - 2019

historyText:
We think SF is ready for a fun, dynamic Thai food from regional cooking dishes to our grandma's recipes. 
Currently, we are offering many Northern Thai dishes from Chiangmai, Chiang Rai, and Loei. 

Chef/owner, ""POP"", is originally from Loei but spent most of his adulthood in Bangkok. Pop attributes his passion for food to his daily trips to the local market with his grandma. In which, a dish called ""Panang Nuea"" 24hrs braised Short ribs in panang spices and coconut milk reminiscent of his childhood where he cooked a large meal for his entire family.

Farmhouse Kitchen has been certified as a Thai Select restaurant, honoring its cooking which utilizes authentic Thai ingredients.

businessOwnerBio:
None"
Okaeri Japanese Bistro,(415) 655-9588,$$,4.5,219,https://www.yelp.com/biz/okaeri-japanese-bistro-san-francisco-3?osq=Restaurants,,"Chicken Karaage, Dobin Mushi, Hamachi Kama, Chawanmushi, Spicy Tuna Roll, Flying Dragon Roll, Uni Toast, Agedashi Tofu, Chef 12 Pieces, Ocean Trout, Mackerel, Seared Salmon, Nigiri Tasting, Gyoza","3515 20th St San Francisco, CA 94110",Claimed,"Sushi Bars, Japanese","Takes Reservations,Offers Delivery,Offers Takeout",J L.,"speciality:
Our menu features a wide range of authentic Japanese dishes, including nigiri, sashimi, rolls, and tempura. We also offer a selection of unique fusion dishes that blend traditional Japanese flavors with modern culinary techniques.

Our omakase experience is a must-try for any foodie.
This multi-course meal features a selection of the freshest, most flavorful ingredients, carefully chosen and prepared by our talented culinary team. Each dish is a surprise, designed to showcase the chefs' skills and creativity.

historyText:
Welcome to Okaeri Japanese Bistro! 
Opened under new management and ownership on February 2023.

We showcase both traditional Japanese dishes and an innovative omakase experience. Our chefs bring a wealth of experience and expertise to the kitchen, creating a dining experience that is truly one-of-a-kind.

We invite vou to come and experience the art of Japanese cuisine at Okaeri SF. Whether you're a fan of traditional dishes or looking to try something new, we have something for everyone. Thank you for choosing us for your dining experience.

businessOwnerBio:
I have been in the Japanese restaurant industry for more than ten years. I was always very inspired by their culture and etiquette. What makes me so passionate about this career is building a great team and the relationships I build with my guests. I always believe people inspire people."
Bella Trattoria,(415) 221-0305,$$,4.3,1869,https://www.yelp.com/biz/bella-trattoria-san-francisco?osq=Restaurants,osteriabella.com,"Panna Cotta, Squid Ink Pasta, Butternut Squash Ravioli, Gnocchi Verdi, Chicken Sundried Tomato Rigatoni, Spinach Gnocchi, Italian Sausage, Pasta Norcina, Fried Polenta, Frutt E Mar, Squid Ink Spaghetti, Osso Bucco, Warm Spinach Salad, Seafood Pasta, Homemade Pasta, Caesar Salad, Lobster Ravioli, Beef Carpaccio","3854 Geary Blvd San Francisco, CA 94118",Claimed,"Italian, Bars","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Cuisine: Southern Home Style Italian with emphasis on Cucina Napolitana.

historyText:
Bella Trattoria is a passion for Southern Italy with a menu comprised of my travels thoughout the region.

businessOwnerBio:
None"
Jamie’s Place,(415) 358-2786,$$,4.5,328,https://www.yelp.com/biz/jamies-place-san-francisco?osq=Restaurants,sfjamiesplace.com,"Green Tea French Toast, Smoked Salmon Benedict, Crab Benedict, Crab Fried Rice, Spicy Pork Benedict, Potato Medley, Eggs Benedict, California Omelet, Ocean Benedict, Spicy Pulled Pork Omelette, Ocean Scramble, Pulled Pork Scramble, Ny Steak and Eggs, Chorizo Benedict Beef Chorizo, Avocado Benedict, Avocado Smoked Salmon, Pad See Ew, Apple Sausage Omelette, Thai Iced Tee, Mongolian Beef","1380 9th Ave San Francisco, CA 94122",Claimed,"Breakfast & Brunch, Asian Fusion, Chinese","Takes Reservations,Offers Takeout,Vegan Options",,"speciality:
Now open for dinner…. 

historyText:
None

businessOwnerBio:
None"
Tastebuds,(415) 668-9298,$$,4.2,266,https://www.yelp.com/biz/tastebuds-san-francisco-2?osq=Restaurants,sftastebuds.com,"Fried Chicken Sandwich, Breakfast Burrito, Hangover Helper, The Shrimp Lincoln Sandwich, Steak Salad, Southern Comfort, Grass Fed Burger, Chicken Whips","600 5th Ave San Francisco, CA 94118",Claimed,"Cafes, Soul Food, Breakfast & Brunch","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",Helen S.,"speciality:
Soul food inspired breakfast, brunch and lunch include favorites like chicken and waffles, shrimp and grits and our fried chicken sandwich.  COVID hours are 9a to 2p daily.  Order for delivery through our website via ChowNow.  Outdoor dining available.

historyText:
We are a family owned and operated business.  Tastebuds specializes in Soul Food Inspired American cuisine.  Join us for breakfast, served daily until 2pm, or our fantastic sandwich and salad options from 11 to 3pm.  Now serving dinner Mon - Thurs 5p - 8p.  Keep us in mind for large parties up to 35 for a private event!

businessOwnerBio:
Tastebuds is a family owned and operated business! &nbsp;We are SF Natives and are next generation business owners in this location. &nbsp;Our vision was to create a space for the neighborhood to get great comfort food at any time of day."
Cafe Okawari,(415) 801-5927,$$,4.5,352,https://www.yelp.com/biz/cafe-okawari-san-francisco?osq=Restaurants,cafeokawari.com,"Chicken Katsu Sando, Egg Salad Sando W/ Jidori Egg, Beef Gyudon, Fruit Sando, Chicken Katsu Curry, Spicy Tuna Don, Menchi Sando, Onsen Tamago Bowl, Chicken Katsu Plate, Tender Chicken Curry","236 Townsend St San Francisco, CA 94107",Claimed,"Japanese, Cafes","Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
Chicken Katsu Sando
Curry Rice
Egg Salad
Spicy Tuna
Chicken Teriyaki
Beef Gyudon
Matcha & Hojicha Latte's
Espresso

historyText:
None

businessOwnerBio:
None"
Parada 22,(415) 750-1111,$$,4.2,1449,https://www.yelp.com/biz/parada-22-san-francisco?osq=Restaurants,paradasf.com,"Pernil Asado, Spanish Rice, Fried Chicken, Camarones a La Criolla, Chicharrones De Pollo, Roasted Pork, Pollo a La Criolla, Pollo Encebollado, Yellow Rice, Mofongo De Camarones, Coconut Flan, Yuca Al Mojo, Biftec Encebollado, Veggie Cubano Sandwich, Cuban Sandwich, Smoked Ham Sofrito, Ground Beef, Pulled Pork, Shrimp Mofongo, Salsa Rosa","1805 Haight St San Francisco, CA 94117",Claimed,"Latin American, Puerto Rican, Breakfast & Brunch","Offers Delivery,Offers Takeout",Yeni S.,"speciality:
Home cooked Puerto Rican Comfort food. Come try our island staples like Mofongo, Pernil Asado, Tostones, and of course rice and beans!

historyText:
In 2009, the owner Philip, a Puerto Rican New York native  was in Puerto Rico eating a plate of rice, beans, pork and mofongo and thought, ""Why can't I find food like this in San Francisco?"" So he called his cousin Gloria, a chef in San Juan, and together they created Parada 22. Parada 22 aims to recreate a classic Puerto Rican family meal, complete with Bomba y Plena music, laughter, and of course--Sangria!

businessOwnerBio:
Authentic Puerto Rican Cuisine. &nbsp;Can&#39;t get enough."
